Direction,Entry,Exit,Toll Price,Timestamp
Southbound,Lee Highway (Route 29),Franconia-Springfield Parkway/Route 289,$4.35,2023-04-12 22:53:51
Southbound,Lee Highway (Route 29),US-1,$6.70,2023-04-12 22:53:53
Southbound,Lee Highway (Route 29),Gordon Boulevard/Route 123,$7.05,2023-04-12 22:53:56
Southbound,Lee Highway (Route 29),Prince William Parkway/Route 294,$7.50,2023-04-12 22:53:58
Southbound,Lee Highway (Route 29),I-95 Near Dale Boulevard,$7.80,2023-04-12 22:54:01
Southbound,Lee Highway (Route 29),I-95 Near Dumfries Road/Route 234,$9.80,2023-04-12 22:54:03
Southbound,Lee Highway (Route 29),I-95 Near Joplin Road/Quantico,$10.20,2023-04-12 22:54:06
Southbound,Lee Highway (Route 29),I-95 Near Garrisonville Road/Route 610,$12.40,2023-04-12 22:54:08
Southbound,Lee Highway (Route 29),I-95 Near Courthouse Road/Route 630,$12.40,2023-04-12 22:54:11
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95/I-395 Express Lanes ramps,$0.00,2023-04-12 22:54:13
Southbound,I-95/I-395/I-495 (Springfield Interchange),Washington D.C.,nan,2023-04-12 22:54:16
Southbound,I-95/I-395/I-495 (Springfield Interchange),Pentagon/Eads Street,nan,2023-04-12 22:54:18
Southbound,I-95/I-395/I-495 (Springfield Interchange),Washington Boulevard/Route 27,nan,2023-04-12 22:54:20
Southbound,I-95/I-395/I-495 (Springfield Interchange),Seminary Road,nan,2023-04-12 22:54:23
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-395 Near Edsall Road,nan,2023-04-12 22:54:25
Southbound,I-95/I-395/I-495 (Springfield Interchange),Old Keene Mill Road/Route 644,$2.00,2023-04-12 22:54:27
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95 Near Backlick Road,$2.25,2023-04-12 22:54:30
Southbound,I-95/I-395/I-495 (Springfield Interchange),Franconia-Springfield Parkway/Route 289,$2.25,2023-04-12 22:54:32
Southbound,I-95/I-395/I-495 (Springfield Interchange),US-1,$4.60,2023-04-12 22:54:34
Southbound,I-95/I-395/I-495 (Springfield Interchange),Gordon Boulevard/Route 123,$4.95,2023-04-12 22:54:37
Southbound,I-95/I-395/I-495 (Springfield Interchange),Prince William Parkway/Route 294,$5.40,2023-04-12 22:54:39
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95 Near Dale Boulevard,$5.70,2023-04-12 22:54:42
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95 Near Dumfries Road/Route 234,$7.70,2023-04-12 22:54:44
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95 Near Joplin Road/Quantico,$8.10,2023-04-12 22:54:47
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95 Near Garrisonville Road/Route 610,$10.30,2023-04-12 22:54:49
Southbound,I-95/I-395/I-495 (Springfield Interchange),I-95 Near Courthouse Road/Route 630,$10.30,2023-04-12 22:54:52
Southbound,Washington D.C.,495 Express End (near MD),$13.30,2023-04-12 22:54:54
Southbound,Washington D.C.,Route 267,$11.50,2023-04-12 22:54:57
Southbound,Washington D.C.,Jones Branch Drive/Route 123,$9.35,2023-04-12 22:54:59
Southbound,Washington D.C.,Westpark Drive,$9.05,2023-04-12 22:55:01
Southbound,Washington D.C.,Route 7 (Leesburg Pike),$8.60,2023-04-12 22:55:04
Southbound,Washington D.C.,Interstate 66,$8.05,2023-04-12 22:55:06
Southbound,Washington D.C.,Lee Highway (Route 29),$7.10,2023-04-12 22:55:08
Southbound,Washington D.C.,I-95/I-395/I-495 (Springfield Interchange),$4.50,2023-04-12 22:55:11
Southbound,Washington D.C.,Shirlington Circle,$2.00,2023-04-12 22:55:13
Southbound,Washington D.C.,Seminary Road,$2.25,2023-04-12 22:55:16
Southbound,Washington D.C.,I-395 Near Edsall Road,$2.50,2023-04-12 22:55:18
Southbound,Washington D.C.,495 Express Lanes/I-495/I-95,$4.50,2023-04-12 22:55:20
Southbound,Washington D.C.,Old Keene Mill Road/Route 644,$4.75,2023-04-12 22:55:23
Southbound,Washington D.C.,I-95 Near Backlick Road,$5.00,2023-04-12 22:55:25
Southbound,Washington D.C.,Franconia-Springfield Parkway/Route 289,$5.00,2023-04-12 22:55:28
Southbound,Washington D.C.,US-1,$7.35,2023-04-12 22:55:30
Southbound,Washington D.C.,Gordon Boulevard/Route 123,$7.70,2023-04-12 22:55:33
Southbound,Washington D.C.,Prince William Parkway/Route 294,$8.15,2023-04-12 22:55:35
Southbound,Washington D.C.,I-95 Near Dale Boulevard,$8.45,2023-04-12 22:55:38
Southbound,Washington D.C.,I-95 Near Dumfries Road/Route 234,$10.45,2023-04-12 22:55:40
Southbound,Washington D.C.,I-95 Near Joplin Road/Quantico,$10.85,2023-04-12 22:55:43
Southbound,Washington D.C.,I-95 Near Garrisonville Road/Route 610,$13.05,2023-04-12 22:55:46
Southbound,Washington D.C.,I-95 Near Courthouse Road/Route 630,$13.05,2023-04-12 22:55:48
Southbound,Pentagon/Eads Street,495 Express End (near MD),$13.30,2023-04-12 22:55:51
Southbound,Pentagon/Eads Street,Route 267,$11.50,2023-04-12 22:55:53
Southbound,Pentagon/Eads Street,Jones Branch Drive/Route 123,$9.35,2023-04-12 22:55:55
Southbound,Pentagon/Eads Street,Westpark Drive,$9.05,2023-04-12 22:55:58
Southbound,Pentagon/Eads Street,Route 7 (Leesburg Pike),$8.60,2023-04-12 22:56:00
Southbound,Pentagon/Eads Street,Interstate 66,$8.05,2023-04-12 22:56:02
Southbound,Pentagon/Eads Street,Lee Highway (Route 29),$7.10,2023-04-12 22:56:05
Southbound,Pentagon/Eads Street,I-95/I-395/I-495 (Springfield Interchange),$4.50,2023-04-12 22:56:07
Southbound,Pentagon/Eads Street,Shirlington Circle,$2.00,2023-04-12 22:56:10
Southbound,Pentagon/Eads Street,Seminary Road,$2.25,2023-04-12 22:56:12
Southbound,Pentagon/Eads Street,I-395 Near Edsall Road,$3.15,2023-04-12 22:56:14
Southbound,Pentagon/Eads Street,495 Express Lanes/I-495/I-95,$5.15,2023-04-12 22:56:17
Southbound,Pentagon/Eads Street,Old Keene Mill Road/Route 644,$5.40,2023-04-12 22:56:19
Southbound,Pentagon/Eads Street,I-95 Near Backlick Road,$5.65,2023-04-12 22:56:22
Southbound,Pentagon/Eads Street,Franconia-Springfield Parkway/Route 289,$5.65,2023-04-12 22:56:24
Southbound,Pentagon/Eads Street,US-1,$9.00,2023-04-12 22:56:27
Southbound,Pentagon/Eads Street,Gordon Boulevard/Route 123,$9.40,2023-04-12 22:56:29
Southbound,Pentagon/Eads Street,Prince William Parkway/Route 294,$10.20,2023-04-12 22:56:32
Southbound,Pentagon/Eads Street,I-95 Near Dale Boulevard,$10.70,2023-04-12 22:56:34
Southbound,Pentagon/Eads Street,I-95 Near Dumfries Road/Route 234,$12.70,2023-04-12 22:56:37
Southbound,Pentagon/Eads Street,I-95 Near Joplin Road/Quantico,$13.15,2023-04-12 22:56:39
Southbound,Pentagon/Eads Street,I-95 Near Garrisonville Road/Route 610,$15.60,2023-04-12 22:56:42
Southbound,Pentagon/Eads Street,I-95 Near Courthouse Road/Route 630,$15.60,2023-04-12 22:56:45
Southbound,Washington Boulevard/Route 27,495 Express End (near MD),$15.05,2023-04-12 22:56:47
Southbound,Washington Boulevard/Route 27,Route 267,$13.35,2023-04-12 22:56:50
Southbound,Washington Boulevard/Route 27,Jones Branch Drive/Route 123,$11.20,2023-04-12 22:56:52
Southbound,Washington Boulevard/Route 27,Westpark Drive,$10.10,2023-04-12 22:56:54
Southbound,Washington Boulevard/Route 27,Route 7 (Leesburg Pike),$9.65,2023-04-12 22:56:57
Southbound,Washington Boulevard/Route 27,Interstate 66,$8.85,2023-04-12 22:56:59
Southbound,Washington Boulevard/Route 27,Lee Highway (Route 29),$7.80,2023-04-12 22:57:01
Southbound,Washington Boulevard/Route 27,I-95/I-395/I-495 (Springfield Interchange),$5.15,2023-04-12 22:57:04
Southbound,Washington Boulevard/Route 27,Shirlington Circle,$2.00,2023-04-12 22:57:06
Southbound,Washington Boulevard/Route 27,Seminary Road,$2.65,2023-04-12 22:57:08
Southbound,Washington Boulevard/Route 27,I-395 Near Edsall Road,$3.15,2023-04-12 22:57:11
Southbound,Washington Boulevard/Route 27,495 Express Lanes/I-495/I-95,$5.15,2023-04-12 22:57:13
Southbound,Washington Boulevard/Route 27,Old Keene Mill Road/Route 644,$5.40,2023-04-12 22:57:16
Southbound,Washington Boulevard/Route 27,I-95 Near Backlick Road,$5.65,2023-04-12 22:57:18
Southbound,Washington Boulevard/Route 27,Franconia-Springfield Parkway/Route 289,$5.65,2023-04-12 22:57:21
Southbound,Washington Boulevard/Route 27,US-1,$9.00,2023-04-12 22:57:23
Southbound,Washington Boulevard/Route 27,Gordon Boulevard/Route 123,$9.40,2023-04-12 22:57:26
Southbound,Washington Boulevard/Route 27,Prince William Parkway/Route 294,$10.20,2023-04-12 22:57:28
Southbound,Washington Boulevard/Route 27,I-95 Near Dale Boulevard,$10.70,2023-04-12 22:57:31
Southbound,Washington Boulevard/Route 27,I-95 Near Dumfries Road/Route 234,$12.70,2023-04-12 22:57:33
Southbound,Washington Boulevard/Route 27,I-95 Near Joplin Road/Quantico,$13.15,2023-04-12 22:57:36
Southbound,Washington Boulevard/Route 27,I-95 Near Garrisonville Road/Route 610,$15.60,2023-04-12 22:57:39
Southbound,Washington Boulevard/Route 27,I-95 Near Courthouse Road/Route 630,$15.60,2023-04-12 22:57:41
Southbound,Seminary Road,495 Express End (near MD),$13.90,2023-04-12 22:57:44
Southbound,Seminary Road,Route 267,$12.20,2023-04-12 22:57:46
Southbound,Seminary Road,Jones Branch Drive/Route 123,$10.05,2023-04-12 22:57:49
Southbound,Seminary Road,Westpark Drive,$8.95,2023-04-12 22:57:51
Southbound,Seminary Road,Route 7 (Leesburg Pike),$8.50,2023-04-12 22:57:53
Southbound,Seminary Road,Interstate 66,$7.70,2023-04-12 22:57:56
Southbound,Seminary Road,Lee Highway (Route 29),$6.65,2023-04-12 22:57:58
Southbound,Seminary Road,I-95/I-395/I-495 (Springfield Interchange),$4.00,2023-04-12 22:58:00
Southbound,Seminary Road,I-395 Near Edsall Road,$2.00,2023-04-12 22:58:03
Southbound,Seminary Road,495 Express Lanes/I-495/I-95,$4.00,2023-04-12 22:58:05
Southbound,Seminary Road,Old Keene Mill Road/Route 644,$4.25,2023-04-12 22:58:08
Southbound,Seminary Road,I-95 Near Backlick Road,$4.50,2023-04-12 22:58:10
Southbound,Seminary Road,Franconia-Springfield Parkway/Route 289,$4.50,2023-04-12 22:58:12
Southbound,Seminary Road,US-1,$7.85,2023-04-12 22:58:15
Southbound,Seminary Road,Gordon Boulevard/Route 123,$8.25,2023-04-12 22:58:17
Southbound,Seminary Road,Prince William Parkway/Route 294,$9.05,2023-04-12 22:58:20
Southbound,Seminary Road,I-95 Near Dale Boulevard,$9.55,2023-04-12 22:58:23
Southbound,Seminary Road,I-95 Near Dumfries Road/Route 234,$11.55,2023-04-12 22:58:25
Southbound,Seminary Road,I-95 Near Joplin Road/Quantico,$12.00,2023-04-12 22:58:28
Southbound,Seminary Road,I-95 Near Garrisonville Road/Route 610,$14.45,2023-04-12 22:58:30
Southbound,Seminary Road,I-95 Near Courthouse Road/Route 630,$14.45,2023-04-12 22:58:33
Southbound,I-395 Near Edsall Road,495 Express End (near MD),$11.90,2023-04-12 22:58:35
Southbound,I-395 Near Edsall Road,Route 267,$10.20,2023-04-12 22:58:38
Southbound,I-395 Near Edsall Road,Jones Branch Drive/Route 123,$8.05,2023-04-12 22:58:40
Southbound,I-395 Near Edsall Road,Westpark Drive,$6.95,2023-04-12 22:58:42
Southbound,I-395 Near Edsall Road,Route 7 (Leesburg Pike),$6.50,2023-04-12 22:58:45
Southbound,I-395 Near Edsall Road,Interstate 66,$5.70,2023-04-12 22:58:47
Southbound,I-395 Near Edsall Road,Lee Highway (Route 29),$4.65,2023-04-12 22:58:49
Southbound,I-395 Near Edsall Road,I-95/I-395/I-495 (Springfield Interchange),$2.00,2023-04-12 22:58:52
Southbound,I-395 Near Edsall Road,495 Express Lanes/I-495/I-95,$2.00,2023-04-12 22:58:54
Southbound,I-395 Near Edsall Road,Old Keene Mill Road/Route 644,$2.25,2023-04-12 22:58:57
Southbound,I-395 Near Edsall Road,I-95 Near Backlick Road,$2.50,2023-04-12 22:58:59
Southbound,I-395 Near Edsall Road,Franconia-Springfield Parkway/Route 289,$2.50,2023-04-12 22:59:02
Southbound,I-395 Near Edsall Road,US-1,$5.85,2023-04-12 22:59:04
Southbound,I-395 Near Edsall Road,Gordon Boulevard/Route 123,$6.25,2023-04-12 22:59:06
Southbound,I-395 Near Edsall Road,Prince William Parkway/Route 294,$7.05,2023-04-12 22:59:09
Southbound,I-395 Near Edsall Road,I-95 Near Dale Boulevard,$7.55,2023-04-12 22:59:11
Southbound,I-395 Near Edsall Road,I-95 Near Dumfries Road/Route 234,$9.55,2023-04-12 22:59:14
Southbound,I-395 Near Edsall Road,I-95 Near Joplin Road/Quantico,$10.00,2023-04-12 22:59:17
Southbound,I-395 Near Edsall Road,I-95 Near Garrisonville Road/Route 610,$12.45,2023-04-12 22:59:19
Southbound,I-395 Near Edsall Road,I-95 Near Courthouse Road/Route 630,$12.45,2023-04-12 22:59:22
Southbound,495 Express Lanes/I-495/I-95,Old Keene Mill Road/Route 644,$2.00,2023-04-12 22:59:24
Southbound,495 Express Lanes/I-495/I-95,I-95 Near Backlick Road,$2.25,2023-04-12 22:59:27
Southbound,495 Express Lanes/I-495/I-95,Franconia-Springfield Parkway/Route 289,$2.25,2023-04-12 22:59:29
Southbound,495 Express Lanes/I-495/I-95,US-1,$5.60,2023-04-12 22:59:31
Southbound,495 Express Lanes/I-495/I-95,Gordon Boulevard/Route 123,$6.00,2023-04-12 22:59:34
Southbound,495 Express Lanes/I-495/I-95,Prince William Parkway/Route 294,$6.80,2023-04-12 22:59:36
Southbound,495 Express Lanes/I-495/I-95,I-95 Near Dale Boulevard,$7.30,2023-04-12 22:59:38
Southbound,495 Express Lanes/I-495/I-95,I-95 Near Dumfries Road/Route 234,$9.30,2023-04-12 22:59:41
Southbound,495 Express Lanes/I-495/I-95,I-95 Near Joplin Road/Quantico,$9.75,2023-04-12 22:59:43
Southbound,495 Express Lanes/I-495/I-95,I-95 Near Garrisonville Road/Route 610,$12.20,2023-04-12 22:59:45
Southbound,495 Express Lanes/I-495/I-95,I-95 Near Courthouse Road/Route 630,$12.20,2023-04-12 22:59:48
Southbound,I-95 Near Franconia-Springfield Pkwy SB,US-1,$3.20,2023-04-12 22:59:50
Southbound,I-95 Near Franconia-Springfield Pkwy SB,Gordon Boulevard/Route 123,$3.60,2023-04-12 22:59:53
Southbound,I-95 Near Franconia-Springfield Pkwy SB,Prince William Parkway/Route 294,$4.35,2023-04-12 22:59:55
Southbound,I-95 Near Franconia-Springfield Pkwy SB,I-95 Near Dale Boulevard,$4.90,2023-04-12 22:59:57
Southbound,I-95 Near Franconia-Springfield Pkwy SB,I-95 Near Dumfries Road/Route 234,$6.90,2023-04-12 23:00:00
Southbound,I-95 Near Franconia-Springfield Pkwy SB,I-95 Near Joplin Road/Quantico,$7.35,2023-04-12 23:00:02
Southbound,I-95 Near Franconia-Springfield Pkwy SB,I-95 Near Garrisonville Road/Route 610,$9.80,2023-04-12 23:00:04
Southbound,I-95 Near Franconia-Springfield Pkwy SB,I-95 Near Courthouse Road/Route 630,$9.80,2023-04-12 23:00:07
Southbound,Franconia-Springfield Parkway/Route 289,US-1,$3.35,2023-04-12 23:00:09
Southbound,Franconia-Springfield Parkway/Route 289,Gordon Boulevard/Route 123,$3.75,2023-04-12 23:00:12
Southbound,Franconia-Springfield Parkway/Route 289,Prince William Parkway/Route 294,$3.75,2023-04-12 23:00:14
Southbound,Franconia-Springfield Parkway/Route 289,I-95 Near Dale Boulevard,$5.05,2023-04-12 23:00:16
Southbound,Franconia-Springfield Parkway/Route 289,I-95 Near Dumfries Road/Route 234,$7.05,2023-04-12 23:00:19
Southbound,Franconia-Springfield Parkway/Route 289,I-95 Near Joplin Road/Quantico,$7.50,2023-04-12 23:00:21
Southbound,Franconia-Springfield Parkway/Route 289,I-95 Near Garrisonville Road/Route 610,$9.95,2023-04-12 23:00:23
Southbound,Franconia-Springfield Parkway/Route 289,I-95 Near Courthouse Road/Route 630,$9.95,2023-04-12 23:00:26
Southbound,Heller Road,US-1,$3.20,2023-04-12 23:00:28
Southbound,Heller Road,Gordon Boulevard/Route 123,$3.60,2023-04-12 23:00:31
Southbound,Heller Road,Prince William Parkway/Route 294,$4.35,2023-04-12 23:00:33
Southbound,Heller Road,I-95 Near Dale Boulevard,$4.90,2023-04-12 23:00:35
Southbound,Heller Road,I-95 Near Dumfries Road/Route 234,$6.90,2023-04-12 23:00:38
Southbound,Heller Road,I-95 Near Joplin Road/Quantico,$7.35,2023-04-12 23:00:40
Southbound,Heller Road,I-95 Near Garrisonville Road/Route 610,$9.80,2023-04-12 23:00:42
Southbound,Heller Road,I-95 Near Courthouse Road/Route 630,$9.80,2023-04-12 23:00:45
Southbound,Fairfax County Parkway/Route 286,US-1,$3.20,2023-04-12 23:00:47
Southbound,Fairfax County Parkway/Route 286,Gordon Boulevard/Route 123,$3.60,2023-04-12 23:00:50
Southbound,Fairfax County Parkway/Route 286,Prince William Parkway/Route 294,$4.35,2023-04-12 23:00:52
Southbound,Fairfax County Parkway/Route 286,I-95 Near Dale Boulevard,$4.90,2023-04-12 23:00:54
Southbound,Fairfax County Parkway/Route 286,I-95 Near Dumfries Road/Route 234,$6.90,2023-04-12 23:00:57
Southbound,Fairfax County Parkway/Route 286,I-95 Near Joplin Road/Quantico,$7.35,2023-04-12 23:00:59
Southbound,Fairfax County Parkway/Route 286,I-95 Near Garrisonville Road/Route 610,$9.80,2023-04-12 23:01:01
Southbound,Fairfax County Parkway/Route 286,I-95 Near Courthouse Road/Route 630,$9.80,2023-04-12 23:01:04
Southbound,I-95 Near US-1,Gordon Boulevard/Route 123,$2.00,2023-04-12 23:01:06
Southbound,I-95 Near US-1,Prince William Parkway/Route 294,$2.25,2023-04-12 23:01:09
Southbound,I-95 Near US-1,I-95 Near Dale Boulevard,$2.50,2023-04-12 23:01:11
Southbound,I-95 Near US-1,I-95 Near Dumfries Road/Route 234,$4.50,2023-04-12 23:01:13
Southbound,I-95 Near US-1,I-95 Near Joplin Road/Quantico,$4.95,2023-04-12 23:01:15
Southbound,I-95 Near US-1,I-95 Near Garrisonville Road/Route 610,$7.40,2023-04-12 23:01:18
Southbound,I-95 Near US-1,I-95 Near Courthouse Road/Route 630,$7.40,2023-04-12 23:01:20
Southbound,I-95 Near Opitz Boulevard,I-95 Near Dumfries Road/Route 234,$2.00,2023-04-12 23:01:23
Southbound,I-95 Near Opitz Boulevard,I-95 Near Joplin Road/Quantico,$2.45,2023-04-12 23:01:25
Southbound,I-95 Near Opitz Boulevard,I-95 Near Garrisonville Road/Route 610,$4.90,2023-04-12 23:01:27
Southbound,I-95 Near Opitz Boulevard,I-95 Near Courthouse Road/Route 630,$4.90,2023-04-12 23:01:30
